id|name|usuario|email|pasaporte|cedula|password|tipo|status|deleted_at|remember_token|created_at|updated_at|observaciones
101|SEAWAVES 31A,S.A.|usuario101|usuario101@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $187.67 
102|SW RENTAL, S.A.|usuario102|usuario102@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
103|KRYZA III, CORP.|usuario103|usuario103@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
104|ANDIN CORP.,|usuario104|usuario104@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
105|OSCAR LAHUERTA ALMAZAN, CELIA LAHUERTA ALMAZAN|usuario105|usuario105@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.09 
106|THE SEAWAVES 32B, CORP.|usuario106|usuario106@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.76 
107|YAZMINA ELVIRA ESCOBAR DAVID|usuario107|usuario107@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $154.04 
108|ALICIA HAYDEE NAVEYRA|usuario108|usuario108@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $145.58 
109|MANUEL HABDUL APOLAYO ALVARENGA|usuario109|usuario109@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.09 
110|EDGAR SANTIAGO PUJOL, CARMEN CECILIA FUENTES MONTENEGRO DE SANTIAGO|usuario110|usuario110@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.76 
111|KARINA GONZALEZ CAMAÑO|usuario111|usuario111@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $154.04 
112|ALEJANDRO DE LA ROSA OCAÑA|usuario112|usuario112@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $145.58 
113|CCB TRUST CORP|usuario113|usuario113@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.09 
114|SEAWAVES, 34 B, S.A.|usuario114|usuario114@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
115|LASIKO INTERNATIONAL S.A.|usuario115|usuario115@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
116|OLAS 34D, S.A.|usuario116|usuario116@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
117|SEAWAVES 35A, S.A.|usuario117|usuario117@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $187.67 
118|SEAWAVES 35B,S.A.|usuario118|usuario118@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
119|EH INTERNATIONAL FOUNDATION.|usuario119|usuario119@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
120|SW SEABIRD, S.A.|usuario120|usuario120@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
121|SEAWAVES 36A,S.A.|usuario121|usuario121@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $187.67 
122|SEAWAVES 36B,S.A.|usuario122|usuario122@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
123|ANDREA MENEGATI., GLOBAL VILLAGE FOUNDATION|usuario123|usuario123@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
124|OLAS 36 D,S.A.|usuario124|usuario124@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
125|SEAWAVES 37A,S.A.|usuario125|usuario125@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $187.67 
126|LORNA ELIZABETH JENKINS SANCHEZ|usuario126|usuario126@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
127|SW SEAMOON, S.A.|usuario127|usuario127@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
128|SW SEARAY, S.A.|usuario128|usuario128@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
129|GLOBAL FINANCIAL FUNDS CORP.|usuario129|usuario129@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $187.67 
130|MARCO ANTONIO BATISTA FERNANDEZ, MARIA JOSE LEAL DE BATISTA|usuario130|usuario130@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
131|INVERSIONES CATEVE S.A.|usuario131|usuario131@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
132|FUNDACION CAMINO DE CRUCES|usuario132|usuario132@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
133|PROMOTORA CARIBE, S.A.|usuario133|usuario133@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $187.67 
134|RAFAEL GONZALEZ FERNANDEZ PACHECO|usuario134|usuario134@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
135|HABITACULOS ,DISEÑO & ARQUITECTURA,S.A.|usuario135|usuario135@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
136|JONATHAN JONES|usuario136|usuario136@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
137|THE SEAWAVES 40A,CORP.|usuario137|usuario137@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $187.67 
138|PRAVIN RAMBHAI PATEL|usuario138|usuario138@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $188.22 
139|HAYDEE CASTRO VALDES|usuario139|usuario139@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.53 
140|OSCAR LAHUERTA ALMANZAN, CELIA LAHUERTA ALMANZAN|usuario140|usuario140@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $150.84 
141|PROMOTORA CARIBE,S.A.|usuario141|usuario141@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $185.46 
142|VINCENZO MAZZONE|usuario142|usuario142@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $154.73 
143|CARLOS ALBERTO SUAREZ PULIDO, MARTHA LUCIA MARTAN ESTRADA|usuario143|usuario143@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $205.85 
144|PANAMA RICA, S.A.|usuario144|usuario144@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $168.98 
145|CAPITAL TRUST & FINANCE, INC.|usuario145|usuario145@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $205.85 
146|ARTURO ROGELIO HENDRICKS CHAVANNES|usuario146|usuario146@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $168.98 
147|CELLARIS INTERNATIONAL.|usuario147|usuario147@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $205.85 
148|JOSEPH KOCEVAR|usuario148|usuario148@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $168.98 
149|FRANCESCO RAGONA|usuario149|usuario149@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $205.85 
150|HEDY SANDRA GRIMALDO ARENAS, LUIS FERNANDO ESPARZA GRIMALDO|usuario150|usuario150@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $168.98 
151|none|usuario151|usuario151@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $351.53 
152|none|usuario152|usuario152@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $341.85 
153|none|usuario153|usuario153@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $341.85 
154|none|usuario154|usuario154@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $341.85 
155|none|usuario155|usuario155@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $341.85 
156|none|usuario156|usuario156@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $341.85 
157|none|usuario157|usuario157@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $277.35 
158|none|usuario158|usuario158@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $277.35 
159|none|usuario159|usuario159@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $334.28 
160|none|usuario160|usuario160@mail.com|||$2y$10$.3NQ9Wn0CBPFvPM.eUkzIOIdY86T9YOK.yxbITaxRmAm6oP4YSbU6|propietario|1|||2016-5-18 11:00:00|2016-5-18 11:00:00| $370.18 
